# ---------------------------------- Disclaimer -----------------------------------------,,,,,,,
# The reservoir data contained in this file are best estimates generated by the Texas    ,,,,,,,
# Water Development Board(TWDB) using data collected by various data providers as well   ,,,,,,,
# as by TWDB. For a detailed explaination of the methodology used please visit:          ,,,,,,,
#                                                                                        ,,,,,,,
#     http://waterdatafortexas.org/reservoirs/methodology                                ,,,,,,,
#                                                                                        ,,,,,,,
# TWDB makes no warranties(including no warranties as to merchantability or fitness)     ,,,,,,,
# either expressed or implied with respect to the data or its fitness for any specific   ,,,,,,,
# application.                                                                           ,,,,,,,
# ---------------------------------------------------------------------------------------,,,,,,,
# ,,,,,,,
# Definitions:,,,,,,,
#     reservoir_storage = actual storage at measured lake elevation,,,,,,,
#     dead_pool_capacity = storage at dead pool elevation,,,,,,,
#     conservation_capacity = storage at conservation pool elevation - dead pool capacity,,,,,,,
#     conservation_storage = reservoir storage - dead pool capacity (note: conservation storage is capped at conservation capacity),,,,,,,
#     percent_full = 100 * conservation storage/conservation capacity,,,,,,,
# ,,,,,,,
#     for more detailed explanations see http://waterdatafortexas.org/reservoirs/glossary,,,,,,,
# ,,,,,,,
# Estimated daily average data for Elephant Butte Lake,,,,,,,
#     generated: 2023-03-31T21:24:54.480746 UTC,,,,,,,
#     url: https://waterdatafortexas.org/reservoirs/individual/elephant-butte.csv,,,,,,,
# ,,,,,,,
# Footnote:,,,,,,,
#     ,,,,,,,
#         Elephant Butte Lake (located in New Mexico) is governed by the Rio Grande,,,,,,,
#         Compact. The Rio Grande Compact is an interstate compact signed in 1938,,,,,,,
"#         between the states of Colorado, New Mexico and Texas and approved by the",,,,,,,
"#         U.S. Congress, to equitably apportion the waters of the Rio Grande Basin.",,,,,,,
#         Water from the lake supplies irrigation water as well as a portion of El,,,,,,,
#         Paso's supply when available.,,,,,,,
#     ,,,,,,,
# ,,,,,,,
# Elevation-Area-Capacity rating curve(s) used:,,,,,,,
#     https://waterdatafortexas.org/reservoirs/individual/elephant-butte/rating-curve/USBR/2019-11-01,,,,,,,
# ,,,,,,,
# Conservation pool elevation(s) used:,,,,,,,
#     4407.0 feet above NGVD29 -43.3 (End date: 2020-01-01),,,,,,,
#     4406.297704 feet above NGVD29 -43.3 (Start date to end date: 2020-01-01 to 2020-04-01),,,,,,,
"#     4405.587736 feet above NGVD29 -43.3 (Start date: 2020-04-01, Seasonal: April 1 to October 1)",,,,,,,
"#     4406.297704 feet above NGVD29 -43.3 (Start date: 2020-04-01, Seasonal: October 1 to April 1)",,,,,,,
# ,,,,,,,
# Dead pool elevation(s) used:,,,,,,,
#     4231.5 feet above NGVD29 -43.3,,,,,,,
# ,,,,,,,
# Vertical datum(s) used:,,,,,,,
#     NGVD29 -43.3,,,,,,,
# ,,,,,,,
# Units:,,,,,,,
#     date: YYYY-MM-DD,,,,,,,
#     water_level: feet above vertical datum,,,,,,,
#     surface_area: acres,,,,,,,
#     storages: acre-feet,,,,,,,
# ,,,,,,,
# ,,,,,,,
date,water_level,surface_area,reservoir_storage,conservation_storage,percent_full,conservation_capacity,dead_pool_capacity
9/12/1976,4318.26,8657.21,242976,242976,12.1,2010900,0
9/13/1976,4318.07,8620.23,241334,241334,12,2010900,0
9/14/1976,4318.02,8610.49,240904,240904,12,2010900,0
9/15/1976,4318.4,8684.46,244189,244189,12.1,2010900,0
9/16/1976,4318.48,8700.03,244885,244885,12.2,2010900,0
9/17/1976,4318.62,8727.27,246105,246105,12.2,2010900,0
9/18/1976,4318.68,8738.95,246629,246629,12.3,2010900,0
9/19/1976,4318.74,8750.63,247154,247154,12.3,2010900,0
9/20/1976,4318.81,8764.26,247767,247767,12.3,2010900,0
9/21/1976,4318.83,8768.15,247942,247942,12.3,2010900,0
9/22/1976,4318.89,8779.82,248468,248468,12.4,2010900,0
9/23/1976,4318.98,8797.34,249259,249259,12.4,2010900,0
9/24/1976,4319.04,8809.02,249788,249788,12.4,2010900,0
9/25/1976,4319.11,8822.65,250405,250405,12.5,2010900,0
9/26/1976,4319.21,8842.11,251288,251288,12.5,2010900,0
9/27/1976,4319.32,8863.51,252262,252262,12.5,2010900,0
9/28/1976,4319.41,8881.03,253060,253060,12.6,2010900,0
9/29/1976,4319.47,8892.71,253593,253593,12.6,2010900,0
9/30/1976,4319.5,8898.55,253860,253860,12.6,2010900,0
10/1/1976,4319.52,8902.44,254038,254038,12.6,2010900,0
10/2/1976,4319.57,8912.17,254484,254484,12.7,2010900,0
10/3/1976,4319.63,8923.85,255019,255019,12.7,2010900,0
10/4/1976,4319.72,8941.36,255823,255823,12.7,2010900,0
10/5/1976,4319.84,8964.72,256897,256897,12.8,2010900,0
10/6/1976,4319.92,8980.29,257615,257615,12.8,2010900,0
10/7/1976,4319.94,8984.18,257795,257795,12.8,2010900,0
10/8/1976,4319.97,8990.02,258064,258064,12.8,2010900,0
10/9/1976,4319.98,8991.97,258154,258154,12.8,2010900,0
10/10/1976,4320.01,8997.62,258424,258424,12.9,2010900,0
10/11/1976,4320.04,9002.9,258694,258694,12.9,2010900,0
10/12/1976,4320.04,9002.9,258694,258694,12.9,2010900,0
10/13/1976,4320.06,9006.42,258874,258874,12.9,2010900,0
10/14/1976,4320.06,9006.42,258874,258874,12.9,2010900,0
10/15/1976,4320.07,9008.18,258964,258964,12.9,2010900,0
10/16/1976,4320.08,9009.94,259054,259054,12.9,2010900,0
10/17/1976,4320.1,9013.46,259234,259234,12.9,2010900,0
10/18/1976,4320.11,9015.23,259324,259324,12.9,2010900,0
10/19/1976,4320.11,9015.23,259324,259324,12.9,2010900,0
10/20/1976,4320.12,9017,259415,259415,12.9,2010900,0
10/21/1976,4320.12,9017,259415,259415,12.9,2010900,0
10/22/1976,4320.13,9018.77,259505,259505,12.9,2010900,0
10/23/1976,4320.16,9024.07,259775,259775,12.9,2010900,0
10/24/1976,4320.19,9029.38,260046,260046,12.9,2010900,0
10/25/1976,4320.22,9034.69,260317,260317,12.9,2010900,0
10/26/1976,4320.29,9047.07,260950,260950,13,2010900,0
10/27/1976,4320.36,9059.46,261584,261584,13,2010900,0
10/28/1976,4320.4,9066.54,261946,261946,13,2010900,0
10/29/1976,4320.45,9075.38,262400,262400,13,2010900,0
10/30/1976,4320.5,9084.23,262854,262854,13.1,2010900,0
10/31/1976,4320.59,9100.15,263672,263672,13.1,2010900,0
11/1/1976,4320.68,9116.07,264492,264492,13.2,2010900,0
11/2/1976,4320.77,9131.99,265313,265313,13.2,2010900,0
11/3/1976,4320.82,9140.84,265770,265770,13.2,2010900,0
11/4/1976,4320.89,9153.22,266410,266410,13.2,2010900,0
11/5/1976,4320.98,9169.15,267235,267235,13.3,2010900,0
11/6/1976,4321.06,9183.3,267969,267969,13.3,2010900,0
11/7/1976,4321.19,9206.3,269164,269164,13.4,2010900,0
11/8/1976,4321.29,9223.99,270085,270085,13.4,2010900,0
11/9/1976,4321.39,9241.68,271009,271009,13.5,2010900,0
11/10/1976,4321.5,9261.14,272026,272026,13.5,2010900,0
11/11/1976,4321.62,9282.37,273139,273139,13.6,2010900,0
11/12/1976,4321.61,9280.6,273046,273046,13.6,2010900,0
11/13/1976,4321.51,9262.91,272119,272119,13.5,2010900,0
11/14/1976,4321.59,9277.06,272861,272861,13.6,2010900,0
11/15/1976,4321.71,9298.3,273975,273975,13.6,2010900,0
11/16/1976,4321.83,9319.53,275092,275092,13.7,2010900,0
11/17/1976,4321.93,9337.22,276025,276025,13.7,2010900,0
11/18/1976,4322.04,9356.86,277053,277053,13.8,2010900,0
11/19/1976,4322.12,9371.37,277802,277802,13.8,2010900,0
11/20/1976,4322.22,9389.52,278740,278740,13.9,2010900,0
11/21/1976,4322.33,9409.48,279774,279774,13.9,2010900,0
11/22/1976,4322.41,9424.01,280528,280528,14,2010900,0
11/23/1976,4322.44,9429.45,280811,280811,14,2010900,0
11/24/1976,4322.48,9436.71,281188,281188,14,2010900,0
11/25/1976,4322.5,9440.34,281377,281377,14,2010900,0
11/26/1976,4322.54,9447.6,281755,281755,14,2010900,0
11/27/1976,4322.6,9458.48,282321,282321,14,2010900,0
11/28/1976,4322.63,9463.92,282605,282605,14.1,2010900,0
11/29/1976,4322.67,9471.19,282984,282984,14.1,2010900,0
11/30/1976,4322.69,9474.81,283174,283174,14.1,2010900,0
12/1/1976,4322.62,9462.11,282511,282511,14,2010900,0
12/2/1976,4322.52,9443.97,281566,281566,14,2010900,0
12/3/1976,4322.44,9429.45,280811,280811,14,2010900,0
12/4/1976,4322.48,9436.71,281188,281188,14,2010900,0
12/5/1976,4322.62,9462.11,282511,282511,14,2010900,0
12/6/1976,4322.71,9478.45,283363,283363,14.1,2010900,0
12/7/1976,4322.68,9473,283079,283079,14.1,2010900,0
12/8/1976,4322.62,9462.11,282511,282511,14,2010900,0
12/9/1976,4322.6,9458.48,282321,282321,14,2010900,0
12/10/1976,4322.57,9453.04,282038,282038,14,2010900,0
12/11/1976,4322.58,9454.85,282132,282132,14,2010900,0
12/12/1976,4322.68,9473,283079,283079,14.1,2010900,0
12/13/1976,4322.67,9471.19,282984,282984,14.1,2010900,0
12/14/1976,4322.5,9440.34,281377,281377,14,2010900,0
12/15/1976,4322.33,9409.48,279774,279774,13.9,2010900,0
12/16/1976,4322.19,9384.07,278459,278459,13.8,2010900,0
12/17/1976,4322.07,9362.3,277334,277334,13.8,2010900,0
12/18/1976,4321.99,9347.83,276586,276586,13.8,2010900,0
12/19/1976,4322.09,9365.93,277521,277521,13.8,2010900,0
12/20/1976,4322.15,9376.81,278084,278084,13.8,2010900,0
12/21/1976,4322.01,9351.41,276773,276773,13.8,2010900,0
12/22/1976,4321.86,9324.83,275372,275372,13.7,2010900,0
12/23/1976,4321.76,9307.14,274440,274440,13.6,2010900,0
12/24/1976,4321.63,9284.14,273232,273232,13.6,2010900,0
12/25/1976,4321.62,9282.37,273139,273139,13.6,2010900,0
12/26/1976,4321.74,9303.61,274254,274254,13.6,2010900,0
12/27/1976,4321.8,9314.22,274813,274813,13.7,2010900,0
12/28/1976,4321.71,9298.3,273975,273975,13.6,2010900,0
12/29/1976,4321.58,9275.29,272768,272768,13.6,2010900,0
12/30/1976,4321.39,9241.68,271009,271009,13.5,2010900,0
12/31/1976,4321.21,9209.84,269348,269348,13.4,2010900,0
1/1/1977,4321.22,9211.61,269440,269440,13.4,2010900,0
1/2/1977,4321.3,9225.76,270178,270178,13.4,2010900,0
1/3/1977,4321.31,9227.53,270270,270270,13.4,2010900,0
1/4/1977,4321.3,9225.76,270178,270178,13.4,2010900,0
1/5/1977,4321.27,9220.45,269901,269901,13.4,2010900,0
1/6/1977,4321.23,9213.38,269532,269532,13.4,2010900,0
1/7/1977,4321.22,9211.61,269440,269440,13.4,2010900,0
1/8/1977,4321.27,9220.45,269901,269901,13.4,2010900,0
1/9/1977,4321.37,9238.14,270824,270824,13.5,2010900,0
1/10/1977,4321.3,9225.76,270178,270178,13.4,2010900,0
1/11/1977,4321.24,9215.15,269625,269625,13.4,2010900,0
1/12/1977,4321.14,9197.46,268704,268704,13.4,2010900,0
1/13/1977,4321.08,9186.84,268152,268152,13.3,2010900,0
1/14/1977,4321.08,9186.84,268152,268152,13.3,2010900,0
1/15/1977,4321.17,9202.76,268980,268980,13.4,2010900,0
1/16/1977,4321.26,9218.68,269809,269809,13.4,2010900,0
1/17/1977,4321.2,9208.07,269256,269256,13.4,2010900,0
1/18/1977,4321.25,9216.92,269717,269717,13.4,2010900,0
1/19/1977,4321.23,9213.38,269532,269532,13.4,2010900,0
1/20/1977,4321.17,9202.76,268980,268980,13.4,2010900,0
1/21/1977,4321.1,9190.38,268336,268336,13.3,2010900,0
1/22/1977,4321.22,9211.61,269440,269440,13.4,2010900,0
1/23/1977,4321.34,9232.84,270547,270547,13.5,2010900,0
1/24/1977,4321.29,9223.99,270085,270085,13.4,2010900,0
1/25/1977,4321.26,9218.68,269809,269809,13.4,2010900,0
1/26/1977,4321.22,9211.61,269440,269440,13.4,2010900,0
1/27/1977,4321.17,9202.76,268980,268980,13.4,2010900,0
1/28/1977,4321.14,9197.46,268704,268704,13.4,2010900,0
1/29/1977,4321.27,9220.45,269901,269901,13.4,2010900,0
1/30/1977,4321.4,9243.45,271101,271101,13.5,2010900,0
1/31/1977,4321.35,9234.61,270639,270639,13.5,2010900,0
2/1/1977,4321.43,9248.76,271379,271379,13.5,2010900,0
2/2/1977,4321.5,9261.14,272026,272026,13.5,2010900,0
2/3/1977,4321.61,9280.6,273046,273046,13.6,2010900,0
2/4/1977,4321.69,9294.76,273789,273789,13.6,2010900,0
2/5/1977,4321.82,9317.76,274999,274999,13.7,2010900,0
2/6/1977,4321.96,9342.52,276305,276305,13.7,2010900,0
2/7/1977,4322.03,9355.04,276960,276960,13.8,2010900,0
2/8/1977,4322.12,9371.37,277802,277802,13.8,2010900,0
2/9/1977,4322.2,9385.89,278553,278553,13.9,2010900,0
2/10/1977,4322.28,9400.41,279304,279304,13.9,2010900,0
2/11/1977,4322.38,9418.56,280245,280245,13.9,2010900,0
2/12/1977,4322.48,9436.71,281188,281188,14,2010900,0
2/13/1977,4322.63,9463.92,282605,282605,14.1,2010900,0
2/14/1977,4322.67,9471.19,282984,282984,14.1,2010900,0
2/15/1977,4322.75,9485.7,283742,283742,14.1,2010900,0
2/16/1977,4322.82,9498.41,284407,284407,14.1,2010900,0
2/17/1977,4322.92,9516.56,285358,285358,14.2,2010900,0
2/18/1977,4322.98,9527.45,285929,285929,14.2,2010900,0
2/19/1977,4323.12,9552.86,287265,287265,14.3,2010900,0
2/20/1977,4323.22,9571.01,288221,288221,14.3,2010900,0
2/21/1977,4323.29,9583.71,288891,288891,14.4,2010900,0
2/22/1977,4323.39,9601.86,289850,289850,14.4,2010900,0
2/23/1977,4323.41,9605.49,290042,290042,14.4,2010900,0
2/24/1977,4323.51,9623.64,291004,291004,14.5,2010900,0
2/25/1977,4323.53,9627.26,291197,291197,14.5,2010900,0
2/26/1977,4323.64,9647.23,292257,292257,14.5,2010900,0
2/27/1977,4323.74,9665.38,293222,293222,14.6,2010900,0
2/28/1977,4323.83,9681.71,294093,294093,14.6,2010900,0
3/1/1977,4323.9,9694.42,294771,294771,14.7,2010900,0
3/2/1977,4323.99,9710.75,295644,295644,14.7,2010900,0
3/3/1977,4324.04,9720.86,296130,296130,14.7,2010900,0
3/4/1977,4324.09,9731.23,296616,296616,14.8,2010900,0
3/5/1977,4324.15,9743.67,297201,297201,14.8,2010900,0
3/6/1977,4324.22,9758.19,297883,297883,14.8,2010900,0
3/7/1977,4324.26,9766.48,298274,298274,14.8,2010900,0
3/8/1977,4324.3,9774.78,298664,298664,14.9,2010900,0
3/9/1977,4324.35,9785.15,299154,299154,14.9,2010900,0
3/10/1977,4324.3,9774.78,298664,298664,14.9,2010900,0
3/11/1977,4324.35,9785.15,299154,299154,14.9,2010900,0
3/12/1977,4324.4,9795.51,299643,299643,14.9,2010900,0
3/13/1977,4324.44,9803.8,300035,300035,14.9,2010900,0
3/14/1977,4324.48,9812.09,300427,300427,14.9,2010900,0
3/15/1977,4324.47,9810.02,300329,300329,14.9,2010900,0
3/16/1977,4324.45,9805.88,300133,300133,14.9,2010900,0
3/17/1977,4324.48,9812.09,300427,300427,14.9,2010900,0
3/18/1977,4324.45,9805.88,300133,300133,14.9,2010900,0
3/19/1977,4324.49,9814.17,300525,300525,14.9,2010900,0
3/20/1977,4324.51,9818.31,300722,300722,15,2010900,0
3/21/1977,4324.53,9822.46,300918,300918,15,2010900,0
3/22/1977,4324.53,9822.46,300918,300918,15,2010900,0
3/23/1977,4324.52,9820.39,300820,300820,15,2010900,0
3/24/1977,4324.51,9818.31,300722,300722,15,2010900,0
3/25/1977,4324.5,9816.24,300623,300623,14.9,2010900,0
3/26/1977,4324.53,9822.46,300918,300918,15,2010900,0
3/27/1977,4324.58,9832.83,301409,301409,15,2010900,0
3/28/1977,4324.59,9834.91,301508,301508,15,2010900,0
3/29/1977,4324.6,9836.98,301606,301606,15,2010900,0
3/30/1977,4324.64,9845.27,302000,302000,15,2010900,0
3/31/1977,4324.69,9855.64,302492,302492,15,2010900,0
4/1/1977,4324.72,9861.86,302788,302788,15.1,2010900,0
4/2/1977,4324.78,9874.29,303380,303380,15.1,2010900,0
4/3/1977,4324.8,9878.44,303578,303578,15.1,2010900,0
4/4/1977,4324.85,9888.81,304072,304072,15.1,2010900,0
4/5/1977,4324.91,9901.25,304666,304666,15.2,2010900,0
4/6/1977,4324.96,9911.62,305161,305161,15.2,2010900,0
4/7/1977,4325.01,9921.98,305657,305657,15.2,2010900,0
4/8/1977,4325.06,9932.35,306153,306153,15.2,2010900,0
4/9/1977,4325.1,9940.64,306550,306550,15.2,2010900,0
4/10/1977,4325.11,9942.71,306650,306650,15.2,2010900,0
4/11/1977,4325.13,9946.86,306849,306849,15.3,2010900,0
4/12/1977,4325.13,9946.86,306849,306849,15.3,2010900,0
4/13/1977,4325.14,9948.94,306948,306948,15.3,2010900,0
4/14/1977,4325.16,9953.08,307148,307148,15.3,2010900,0
4/15/1977,4325.14,9948.94,306948,306948,15.3,2010900,0
4/16/1977,4325.16,9953.08,307148,307148,15.3,2010900,0
4/17/1977,4325.18,9957.23,307347,307347,15.3,2010900,0
4/18/1977,4325.1,9940.64,306550,306550,15.2,2010900,0
4/19/1977,4325,9919.91,305557,305557,15.2,2010900,0
4/20/1977,4324.9,9899.18,304566,304566,15.1,2010900,0
4/21/1977,4324.83,9884.66,303874,303874,15.1,2010900,0
4/22/1977,4324.74,9866,302986,302986,15.1,2010900,0
4/23/1977,4324.75,9868.08,303084,303084,15.1,2010900,0
4/24/1977,4324.78,9874.29,303380,303380,15.1,2010900,0
4/25/1977,4324.76,9870.15,303183,303183,15.1,2010900,0
4/26/1977,4324.64,9845.27,302000,302000,15,2010900,0
4/27/1977,4324.59,9834.91,301508,301508,15,2010900,0
4/28/1977,4324.49,9814.17,300525,300525,14.9,2010900,0
4/29/1977,4324.39,9793.44,299545,299545,14.9,2010900,0
4/30/1977,4324.4,9795.51,299643,299643,14.9,2010900,0
5/1/1977,4324.4,9795.51,299643,299643,14.9,2010900,0
5/2/1977,4324.25,9764.41,298176,298176,14.8,2010900,0
5/3/1977,4324.05,9722.94,296227,296227,14.7,2010900,0
5/4/1977,4323.9,9694.42,294771,294771,14.7,2010900,0
5/5/1977,4323.7,9658.12,292836,292836,14.6,2010900,0
5/6/1977,4323.52,9625.45,291100,291100,14.5,2010900,0
5/7/1977,4323.49,9620,290811,290811,14.5,2010900,0
5/8/1977,4323.41,9605.49,290042,290042,14.4,2010900,0
5/9/1977,4323.22,9571.01,288221,288221,14.3,2010900,0
5/10/1977,4323.03,9536.52,286406,286406,14.2,2010900,0
5/11/1977,4322.83,9500.22,284502,284502,14.1,2010900,0
5/12/1977,4322.63,9463.92,282605,282605,14.1,2010900,0
5/13/1977,4322.49,9438.52,281282,281282,14,2010900,0
5/14/1977,4322.42,9425.82,280622,280622,14,2010900,0
5/15/1977,4322.4,9422.19,280433,280433,13.9,2010900,0
5/16/1977,4322.2,9385.89,278553,278553,13.9,2010900,0
5/17/1977,4322.04,9356.86,277053,277053,13.8,2010900,0
5/18/1977,4321.82,9317.76,274999,274999,13.7,2010900,0
5/19/1977,4321.61,9280.6,273046,273046,13.6,2010900,0
5/20/1977,4321.41,9245.22,271194,271194,13.5,2010900,0
5/21/1977,4321.39,9241.68,271009,271009,13.5,2010900,0
5/22/1977,4321.4,9243.45,271101,271101,13.5,2010900,0
5/23/1977,4321.2,9208.07,269256,269256,13.4,2010900,0
5/24/1977,4321.05,9181.54,267877,267877,13.3,2010900,0
5/25/1977,4320.93,9160.3,266776,266776,13.3,2010900,0
5/26/1977,4320.62,9105.46,263945,263945,13.1,2010900,0
5/27/1977,4320.42,9070.08,262128,262128,13,2010900,0
5/28/1977,4320.41,9068.31,262037,262037,13,2010900,0
5/29/1977,4320.4,9066.54,261946,261946,13,2010900,0
5/30/1977,4320.22,9034.69,260317,260317,12.9,2010900,0
5/31/1977,4320.03,9001.14,258604,258604,12.9,2010900,0
6/1/1977,4319.8,8956.93,256538,256538,12.8,2010900,0
6/2/1977,4319.61,8919.96,254840,254840,12.7,2010900,0
6/3/1977,4319.42,8882.97,253149,253149,12.6,2010900,0
6/4/1977,4319.23,8846,251465,251465,12.5,2010900,0
6/5/1977,4319.04,8809.02,249788,249788,12.4,2010900,0
6/6/1977,4318.85,8772.04,248117,248117,12.3,2010900,0
6/7/1977,4318.67,8737,246542,246542,12.3,2010900,0
6/8/1977,4318.32,8668.88,243495,243495,12.1,2010900,0
6/9/1977,4317.99,8604.65,240645,240645,12,2010900,0
6/10/1977,4317.65,8538.48,237731,237731,11.8,2010900,0
6/11/1977,4317.3,8470.37,234754,234754,11.7,2010900,0
6/12/1977,4316.96,8404.19,231886,231886,11.5,2010900,0
6/13/1977,4316.62,8338.02,229040,229040,11.4,2010900,0
6/14/1977,4316.27,8269.9,226133,226133,11.2,2010900,0
6/15/1977,4315.93,8204.09,223333,223333,11.1,2010900,0
6/16/1977,4315.58,8138.27,220473,220473,11,2010900,0
6/17/1977,4315.23,8072.45,217636,217636,10.8,2010900,0
6/18/1977,4314.86,8002.87,214662,214662,10.7,2010900,0
6/19/1977,4314.5,7935.17,211793,211793,10.5,2010900,0
6/20/1977,4314.15,7869.35,209027,209027,10.4,2010900,0
6/21/1977,4313.74,7791.75,205817,205817,10.2,2010900,0
6/22/1977,4313.4,7727.18,203178,203178,10.1,2010900,0
6/23/1977,4313.02,7655.02,200256,200256,10,2010900,0
6/24/1977,4312.65,7584.74,197437,197437,9.8,2010900,0
6/25/1977,4312.29,7516.38,194718,194718,9.7,2010900,0
6/26/1977,4311.94,7451.85,192099,192099,9.6,2010900,0
6/27/1977,4311.56,7391.97,189279,189279,9.4,2010900,0
6/28/1977,4311.2,7335.23,186628,186628,9.3,2010900,0
6/29/1977,4310.8,7272.2,183706,183706,9.1,2010900,0
6/30/1977,4310.41,7210.74,180882,180882,9,2010900,0
7/1/1977,4309.99,7144.42,177868,177868,8.8,2010900,0
7/2/1977,4309.59,7076.39,175024,175024,8.7,2010900,0
7/3/1977,4309.22,7013.46,172417,172417,8.6,2010900,0
7/4/1977,4308.8,6942.02,169486,169486,8.4,2010900,0
7/5/1977,4308.42,6877.39,166861,166861,8.3,2010900,0
7/6/1977,4307.97,6800.9,163783,163783,8.1,2010900,0
7/7/1977,4307.58,6735.24,161143,161143,8,2010900,0
7/8/1977,4307.18,6667.9,158463,158463,7.9,2010900,0
7/9/1977,4306.8,6603.93,155941,155941,7.8,2010900,0
7/10/1977,4306.39,6534.91,153248,153248,7.6,2010900,0
7/11/1977,4305.93,6457.66,150260,150260,7.5,2010900,0
7/12/1977,4305.53,6391.48,147690,147690,7.3,2010900,0
7/13/1977,4305.05,6312.08,144641,144641,7.2,2010900,0
7/14/1977,4304.63,6242.59,142004,142004,7.1,2010900,0
7/15/1977,4304.2,6171.45,139335,139335,6.9,2010900,0
7/16/1977,4303.78,6095.76,136759,136759,6.8,2010900,0
7/17/1977,4303.32,6006.7,133975,133975,6.7,2010900,0
7/18/1977,4302.86,5917.64,131232,131232,6.5,2010900,0
7/19/1977,4302.35,5818.89,128240,128240,6.4,2010900,0
7/20/1977,4301.92,5735.91,125755,125755,6.3,2010900,0
7/21/1977,4301.46,5648.48,123137,123137,6.1,2010900,0
7/22/1977,4300.96,5553.44,120337,120337,6,2010900,0
7/23/1977,4300.53,5471.7,117966,117966,5.9,2010900,0
7/24/1977,4300.12,5393.77,115739,115739,5.8,2010900,0
7/25/1977,4299.8,5338.1,114022,114022,5.7,2010900,0
7/26/1977,4299.53,5293.73,112587,112587,5.6,2010900,0
7/27/1977,4299.22,5242.79,110953,110953,5.5,2010900,0
7/28/1977,4299.16,5232.93,110639,110639,5.5,2010900,0
7/29/1977,4299.08,5219.78,110221,110221,5.5,2010900,0
7/30/1977,4298.87,5185.28,109129,109129,5.4,2010900,0
7/31/1977,4298.68,5154.05,108146,108146,5.4,2010900,0
8/1/1977,4298.52,5127.77,107324,107324,5.3,2010900,0
8/2/1977,4298.3,5091.62,106199,106199,5.3,2010900,0
8/3/1977,4298.13,5063.68,105336,105336,5.2,2010900,0
8/4/1977,4297.92,5030.47,104277,104277,5.2,2010900,0
8/5/1977,4297.7,4997.89,103173,103173,5.1,2010900,0
8/6/1977,4297.5,4968.27,102177,102177,5.1,2010900,0
8/7/1977,4297.3,4938.65,101186,101186,5,2010900,0
8/8/1977,4297.08,4906.08,100103,100103,5,2010900,0
8/9/1977,4296.87,4874.98,99076,99076,4.9,2010900,0
8/10/1977,4296.67,4845.36,98104,98104,4.9,2010900,0
8/11/1977,4296.47,4815.74,97138,97138,4.8,2010900,0
8/12/1977,4296.19,4774.27,95795,95795,4.8,2010900,0
8/13/1977,4296.05,4753.54,95129,95129,4.7,2010900,0
8/14/1977,4295.81,4717.28,93992,93992,4.7,2010900,0
8/15/1977,4295.78,4712.72,93851,93851,4.7,2010900,0
8/16/1977,4295.89,4729.43,94370,94370,4.7,2010900,0
8/17/1977,4295.95,4738.54,94654,94654,4.7,2010900,0
8/18/1977,4296.04,4752.05,95081,95081,4.7,2010900,0
8/19/1977,4296.2,4775.75,95843,95843,4.8,2010900,0
8/20/1977,4296.51,4821.66,97331,97331,4.8,2010900,0
8/21/1977,4296.73,4854.24,98395,98395,4.9,2010900,0
8/22/1977,4296.87,4874.98,99076,99076,4.9,2010900,0
8/23/1977,4297.04,4900.15,99907,99907,5,2010900,0
8/24/1977,4297.05,4901.64,99956,99956,5,2010900,0
8/25/1977,4296.99,4892.75,99662,99662,5,2010900,0
8/26/1977,4296.81,4866.09,98784,98784,4.9,2010900,0
8/27/1977,4296.67,4845.36,98104,98104,4.9,2010900,0
8/28/1977,4296.48,4817.22,97186,97186,4.8,2010900,0
8/29/1977,4296.26,4784.64,96130,96130,4.8,2010900,0
8/30/1977,4296.04,4752.05,95081,95081,4.7,2010900,0
8/31/1977,4296.06,4755.02,95176,95176,4.7,2010900,0
9/1/1977,4296.07,4756.5,95224,95224,4.7,2010900,0
9/2/1977,4296.14,4766.86,95557,95557,4.8,2010900,0
9/3/1977,4296.2,4775.75,95843,95843,4.8,2010900,0
9/4/1977,4296.4,4805.37,96801,96801,4.8,2010900,0
9/5/1977,4296.61,4836.47,97814,97814,4.9,2010900,0
9/6/1977,4296.49,4818.7,97234,97234,4.8,2010900,0
9/7/1977,4296.19,4774.27,95795,95795,4.8,2010900,0
9/8/1977,4296.11,4762.42,95414,95414,4.7,2010900,0
9/9/1977,4296.15,4768.34,95605,95605,4.8,2010900,0
9/10/1977,4296.19,4774.27,95795,95795,4.8,2010900,0
9/11/1977,4296.2,4775.75,95843,95843,4.8,2010900,0
9/12/1977,4296.22,4778.71,95939,95939,4.8,2010900,0
9/13/1977,4296.26,4784.64,96130,96130,4.8,2010900,0
9/14/1977,4296.3,4790.56,96321,96321,4.8,2010900,0
9/15/1977,4296.32,4793.52,96417,96417,4.8,2010900,0
9/16/1977,4296.34,4796.48,96513,96513,4.8,2010900,0
9/17/1977,4296.37,4800.93,96657,96657,4.8,2010900,0
9/18/1977,4296.39,4803.89,96753,96753,4.8,2010900,0
9/19/1977,4296.42,4808.33,96897,96897,4.8,2010900,0
9/20/1977,4296.45,4812.77,97042,97042,4.8,2010900,0
9/21/1977,4296.47,4815.74,97138,97138,4.8,2010900,0
9/22/1977,4296.48,4817.22,97186,97186,4.8,2010900,0
9/23/1977,4296.5,4820.18,97282,97282,4.8,2010900,0
9/24/1977,4296.51,4821.66,97331,97331,4.8,2010900,0
9/25/1977,4296.51,4821.66,97331,97331,4.8,2010900,0
9/26/1977,4296.5,4820.18,97282,97282,4.8,2010900,0
