# ---------------------------------- WARNING ----------------------------------------,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,
# for any damages resulting from its use.,,,,,,,
#,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,
#,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,
#,,,,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,,,,
# retrieved: 2023-04-02 23:27:29 EDT       (nadww02),,,,,,,
#,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,
"#    USGS 08359500 RIO GRANDE AT NARROWS IN ELEPHANT BUTTE RES., NM",,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,
#,,,,,,,
# Data provided for site 08359500,,,,,,,
#            TS   parameter     Description,,,,,,,
"#        101298       00060     Discharge, cubic feet per second",,,,,,,
#,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,
#     e  Value has been estimated.,,,,,,,
# ,,,,,,,
agency_cd,site_no,date,tz_cd,datetime,101298_00060,101298_00060_cd,
USGS,8359500,3/23/2022,20:15,3/23/22 20:15,MDT,457,A
USGS,8359500,3/23/2022,20:30,3/23/22 20:30,MDT,457,A
USGS,8359500,3/23/2022,20:45,3/23/22 20:45,MDT,457,A
USGS,8359500,3/23/2022,21:00,3/23/22 21:00,MDT,457,A
USGS,8359500,3/23/2022,21:15,3/23/22 21:15,MDT,462,A
USGS,8359500,3/23/2022,21:30,3/23/22 21:30,MDT,462,A
USGS,8359500,3/23/2022,21:45,3/23/22 21:45,MDT,462,A
USGS,8359500,3/23/2022,22:00,3/23/22 22:00,MDT,457,A
USGS,8359500,3/23/2022,22:15,3/23/22 22:15,MDT,462,A
USGS,8359500,3/23/2022,22:30,3/23/22 22:30,MDT,462,A
USGS,8359500,3/23/2022,22:45,3/23/22 22:45,MDT,462,A
USGS,8359500,3/23/2022,23:00,3/23/22 23:00,MDT,462,A
USGS,8359500,3/23/2022,23:15,3/23/22 23:15,MDT,462,A
USGS,8359500,3/23/2022,23:30,3/23/22 23:30,MDT,457,A
USGS,8359500,3/23/2022,23:45,3/23/22 23:45,MDT,462,A
USGS,8359500,3/24/2022,0:00,3/24/22 0:00,MDT,457,A
USGS,8359500,3/24/2022,0:15,3/24/22 0:15,MDT,457,A
USGS,8359500,3/24/2022,0:30,3/24/22 0:30,MDT,457,A
USGS,8359500,3/24/2022,0:45,3/24/22 0:45,MDT,458,A
USGS,8359500,3/24/2022,1:00,3/24/22 1:00,MDT,448,A
USGS,8359500,3/24/2022,1:15,3/24/22 1:15,MDT,448,A
USGS,8359500,3/24/2022,1:30,3/24/22 1:30,MDT,443,A
USGS,8359500,3/24/2022,1:45,3/24/22 1:45,MDT,448,A
USGS,8359500,3/24/2022,2:00,3/24/22 2:00,MDT,458,A
USGS,8359500,3/24/2022,2:15,3/24/22 2:15,MDT,462,A
USGS,8359500,3/24/2022,2:30,3/24/22 2:30,MDT,462,A
USGS,8359500,3/24/2022,3:45,3/24/22 3:45,MDT,472,A
USGS,8359500,3/24/2022,4:00,3/24/22 4:00,MDT,467,A
USGS,8359500,3/24/2022,4:15,3/24/22 4:15,MDT,472,A
USGS,8359500,3/24/2022,4:30,3/24/22 4:30,MDT,472,A
USGS,8359500,3/24/2022,4:45,3/24/22 4:45,MDT,472,A
USGS,8359500,3/24/2022,5:00,3/24/22 5:00,MDT,472,A
USGS,8359500,3/24/2022,5:15,3/24/22 5:15,MDT,467,A
USGS,8359500,3/24/2022,5:30,3/24/22 5:30,MDT,467,A
USGS,8359500,3/24/2022,5:45,3/24/22 5:45,MDT,467,A
USGS,8359500,3/24/2022,6:00,3/24/22 6:00,MDT,472,A
USGS,8359500,3/24/2022,6:15,3/24/22 6:15,MDT,467,A
USGS,8359500,3/24/2022,6:30,3/24/22 6:30,MDT,467,A
USGS,8359500,3/24/2022,6:45,3/24/22 6:45,MDT,472,A
USGS,8359500,3/24/2022,7:00,3/24/22 7:00,MDT,472,A
USGS,8359500,3/24/2022,7:15,3/24/22 7:15,MDT,472,A
USGS,8359500,3/24/2022,7:30,3/24/22 7:30,MDT,468,A
USGS,8359500,3/24/2022,7:45,3/24/22 7:45,MDT,468,A
USGS,8359500,3/24/2022,8:00,3/24/22 8:00,MDT,468,A
USGS,8359500,3/24/2022,8:15,3/24/22 8:15,MDT,468,A
USGS,8359500,3/24/2022,8:30,3/24/22 8:30,MDT,472,A
USGS,8359500,3/24/2022,8:45,3/24/22 8:45,MDT,463,A
USGS,8359500,3/24/2022,9:00,3/24/22 9:00,MDT,463,A
USGS,8359500,3/24/2022,9:15,3/24/22 9:15,MDT,463,A
USGS,8359500,3/24/2022,9:30,3/24/22 9:30,MDT,463,A
USGS,8359500,3/24/2022,9:45,3/24/22 9:45,MDT,468,A
USGS,8359500,3/24/2022,10:00,3/24/22 10:00,MDT,463,A
USGS,8359500,3/24/2022,10:15,3/24/22 10:15,MDT,463,A
USGS,8359500,3/24/2022,10:30,3/24/22 10:30,MDT,463,A
USGS,8359500,3/24/2022,10:45,3/24/22 10:45,MDT,463,A
USGS,8359500,3/24/2022,11:00,3/24/22 11:00,MDT,463,A
USGS,8359500,3/24/2022,11:15,3/24/22 11:15,MDT,463,A
USGS,8359500,3/24/2022,11:30,3/24/22 11:30,MDT,463,A
USGS,8359500,3/24/2022,11:45,3/24/22 11:45,MDT,463,A
USGS,8359500,3/24/2022,12:00,3/24/22 12:00,MDT,463,A
USGS,8359500,3/24/2022,12:15,3/24/22 12:15,MDT,468,A
USGS,8359500,3/24/2022,12:30,3/24/22 12:30,MDT,468,A
USGS,8359500,3/24/2022,12:45,3/24/22 12:45,MDT,463,A
USGS,8359500,3/24/2022,13:00,3/24/22 13:00,MDT,463,A
USGS,8359500,3/24/2022,13:15,3/24/22 13:15,MDT,463,A
USGS,8359500,3/24/2022,13:30,3/24/22 13:30,MDT,463,A
USGS,8359500,3/24/2022,13:45,3/24/22 13:45,MDT,463,A
USGS,8359500,3/24/2022,14:00,3/24/22 14:00,MDT,463,A
USGS,8359500,3/24/2022,14:15,3/24/22 14:15,MDT,468,A
USGS,8359500,3/24/2022,14:30,3/24/22 14:30,MDT,468,A
USGS,8359500,3/24/2022,14:45,3/24/22 14:45,MDT,468,A
USGS,8359500,3/24/2022,15:00,3/24/22 15:00,MDT,458,A
USGS,8359500,3/24/2022,15:15,3/24/22 15:15,MDT,458,A
USGS,8359500,3/24/2022,15:30,3/24/22 15:30,MDT,459,A
USGS,8359500,3/24/2022,15:45,3/24/22 15:45,MDT,459,A
USGS,8359500,3/24/2022,16:00,3/24/22 16:00,MDT,459,A
USGS,8359500,3/24/2022,16:15,3/24/22 16:15,MDT,459,A
USGS,8359500,3/24/2022,16:30,3/24/22 16:30,MDT,459,A
USGS,8359500,3/24/2022,16:45,3/24/22 16:45,MDT,459,A
USGS,8359500,3/24/2022,17:00,3/24/22 17:00,MDT,454,A
USGS,8359500,3/24/2022,17:15,3/24/22 17:15,MDT,454,A
USGS,8359500,3/24/2022,17:30,3/24/22 17:30,MDT,454,A
USGS,8359500,3/24/2022,17:45,3/24/22 17:45,MDT,454,A
USGS,8359500,3/24/2022,18:00,3/24/22 18:00,MDT,454,A
USGS,8359500,3/24/2022,18:15,3/24/22 18:15,MDT,454,A
USGS,8359500,3/24/2022,18:30,3/24/22 18:30,MDT,449,A
USGS,8359500,3/24/2022,18:45,3/24/22 18:45,MDT,449,A
USGS,8359500,3/24/2022,19:30,3/24/22 19:30,MDT,449,A
USGS,8359500,3/24/2022,19:45,3/24/22 19:45,MDT,454,A
USGS,8359500,3/24/2022,20:00,3/24/22 20:00,MDT,454,A
USGS,8359500,3/24/2022,20:15,3/24/22 20:15,MDT,454,A
USGS,8359500,3/24/2022,20:30,3/24/22 20:30,MDT,454,A
USGS,8359500,3/24/2022,20:45,3/24/22 20:45,MDT,454,A
USGS,8359500,3/24/2022,21:00,3/24/22 21:00,MDT,454,A
USGS,8359500,3/24/2022,21:15,3/24/22 21:15,MDT,454,A
USGS,8359500,3/24/2022,21:30,3/24/22 21:30,MDT,449,A
USGS,8359500,3/24/2022,21:45,3/24/22 21:45,MDT,449,A
USGS,8359500,3/24/2022,22:00,3/24/22 22:00,MDT,445,A
USGS,8359500,3/24/2022,22:15,3/24/22 22:15,MDT,445,A
USGS,8359500,3/24/2022,22:30,3/24/22 22:30,MDT,445,A
USGS,8359500,3/24/2022,22:45,3/24/22 22:45,MDT,445,A
USGS,8359500,3/24/2022,23:00,3/24/22 23:00,MDT,440,A
USGS,8359500,3/24/2022,23:15,3/24/22 23:15,MDT,440,A
USGS,8359500,3/24/2022,23:30,3/24/22 23:30,MDT,440,A
USGS,8359500,3/24/2022,23:45,3/24/22 23:45,MDT,436,A
USGS,8359500,3/25/2022,0:00,3/25/22 0:00,MDT,436,A
USGS,8359500,3/25/2022,0:15,3/25/22 0:15,MDT,436,A
USGS,8359500,3/25/2022,0:30,3/25/22 0:30,MDT,436,A
USGS,8359500,3/25/2022,0:45,3/25/22 0:45,MDT,431,A
USGS,8359500,3/25/2022,1:00,3/25/22 1:00,MDT,431,A
USGS,8359500,3/25/2022,1:15,3/25/22 1:15,MDT,436,A
USGS,8359500,3/25/2022,1:30,3/25/22 1:30,MDT,431,A
USGS,8359500,3/25/2022,1:45,3/25/22 1:45,MDT,431,A
USGS,8359500,3/25/2022,2:00,3/25/22 2:00,MDT,427,A
USGS,8359500,3/25/2022,2:15,3/25/22 2:15,MDT,431,A
USGS,8359500,3/25/2022,2:30,3/25/22 2:30,MDT,431,A
USGS,8359500,3/25/2022,2:45,3/25/22 2:45,MDT,427,A
USGS,8359500,3/25/2022,3:00,3/25/22 3:00,MDT,427,A
USGS,8359500,3/25/2022,3:15,3/25/22 3:15,MDT,427,A
USGS,8359500,3/25/2022,3:30,3/25/22 3:30,MDT,427,A
USGS,8359500,3/25/2022,3:45,3/25/22 3:45,MDT,427,A
USGS,8359500,3/25/2022,4:00,3/25/22 4:00,MDT,422,A
USGS,8359500,3/25/2022,4:15,3/25/22 4:15,MDT,422,A
USGS,8359500,3/25/2022,4:30,3/25/22 4:30,MDT,422,A
USGS,8359500,3/25/2022,4:45,3/25/22 4:45,MDT,422,A
USGS,8359500,3/25/2022,5:00,3/25/22 5:00,MDT,422,A
USGS,8359500,3/25/2022,5:15,3/25/22 5:15,MDT,422,A
USGS,8359500,3/25/2022,6:30,3/25/22 6:30,MDT,418,A
USGS,8359500,3/25/2022,6:45,3/25/22 6:45,MDT,418,A
USGS,8359500,3/25/2022,7:00,3/25/22 7:00,MDT,418,A
USGS,8359500,3/25/2022,7:15,3/25/22 7:15,MDT,409,A
USGS,8359500,3/25/2022,7:30,3/25/22 7:30,MDT,409,A
USGS,8359500,3/25/2022,7:45,3/25/22 7:45,MDT,409,A
USGS,8359500,3/25/2022,8:00,3/25/22 8:00,MDT,414,A
USGS,8359500,3/25/2022,8:15,3/25/22 8:15,MDT,414,A
USGS,8359500,3/25/2022,8:30,3/25/22 8:30,MDT,414,A
USGS,8359500,3/25/2022,8:45,3/25/22 8:45,MDT,423,A
USGS,8359500,3/25/2022,9:00,3/25/22 9:00,MDT,418,A
USGS,8359500,3/25/2022,9:15,3/25/22 9:15,MDT,418,A
USGS,8359500,3/25/2022,9:30,3/25/22 9:30,MDT,436,A
USGS,8359500,3/25/2022,10:00,3/25/22 10:00,MDT,414,A
USGS,8359500,3/25/2022,10:15,3/25/22 10:15,MDT,414,A
USGS,8359500,3/25/2022,10:30,3/25/22 10:30,MDT,409,A
USGS,8359500,3/25/2022,10:45,3/25/22 10:45,MDT,414,A
USGS,8359500,3/25/2022,11:00,3/25/22 11:00,MDT,409,A
USGS,8359500,3/25/2022,11:15,3/25/22 11:15,MDT,409,A
USGS,8359500,3/25/2022,11:30,3/25/22 11:30,MDT,414,A
USGS,8359500,3/25/2022,11:45,3/25/22 11:45,MDT,414,A
USGS,8359500,3/25/2022,12:00,3/25/22 12:00,MDT,418,A
USGS,8359500,3/25/2022,12:15,3/25/22 12:15,MDT,418,A
USGS,8359500,3/25/2022,12:30,3/25/22 12:30,MDT,418,A
USGS,8359500,3/25/2022,12:45,3/25/22 12:45,MDT,405,A
USGS,8359500,3/25/2022,13:00,3/25/22 13:00,MDT,410,A
USGS,8359500,3/25/2022,13:15,3/25/22 13:15,MDT,414,A
USGS,8359500,3/25/2022,13:30,3/25/22 13:30,MDT,410,A
USGS,8359500,3/25/2022,13:45,3/25/22 13:45,MDT,410,A
USGS,8359500,3/25/2022,14:00,3/25/22 14:00,MDT,410,A
USGS,8359500,3/25/2022,14:15,3/25/22 14:15,MDT,414,A
USGS,8359500,3/25/2022,14:30,3/25/22 14:30,MDT,410,A
USGS,8359500,3/25/2022,14:45,3/25/22 14:45,MDT,414,A
USGS,8359500,3/25/2022,15:00,3/25/22 15:00,MDT,414,A
USGS,8359500,3/25/2022,15:15,3/25/22 15:15,MDT,410,A
USGS,8359500,3/25/2022,15:30,3/25/22 15:30,MDT,410,A
USGS,8359500,3/25/2022,15:45,3/25/22 15:45,MDT,410,A
USGS,8359500,3/25/2022,16:00,3/25/22 16:00,MDT,410,A
USGS,8359500,3/25/2022,16:15,3/25/22 16:15,MDT,410,A
USGS,8359500,3/25/2022,16:30,3/25/22 16:30,MDT,410,A
USGS,8359500,3/25/2022,16:45,3/25/22 16:45,MDT,414,A
USGS,8359500,3/25/2022,17:00,3/25/22 17:00,MDT,410,A
USGS,8359500,3/25/2022,17:15,3/25/22 17:15,MDT,414,A
USGS,8359500,3/25/2022,17:30,3/25/22 17:30,MDT,410,A
USGS,8359500,3/25/2022,17:45,3/25/22 17:45,MDT,410,A
USGS,8359500,3/25/2022,18:00,3/25/22 18:00,MDT,414,A
USGS,8359500,3/25/2022,18:15,3/25/22 18:15,MDT,414,A
USGS,8359500,3/25/2022,18:30,3/25/22 18:30,MDT,414,A
USGS,8359500,3/25/2022,18:45,3/25/22 18:45,MDT,414,A
USGS,8359500,3/25/2022,19:30,3/25/22 19:30,MDT,414,A
USGS,8359500,3/25/2022,19:45,3/25/22 19:45,MDT,414,A
USGS,8359500,3/25/2022,20:00,3/25/22 20:00,MDT,419,A
USGS,8359500,3/25/2022,20:15,3/25/22 20:15,MDT,414,A
USGS,8359500,3/25/2022,20:30,3/25/22 20:30,MDT,414,A
USGS,8359500,3/25/2022,20:45,3/25/22 20:45,MDT,415,A
USGS,8359500,3/25/2022,21:00,3/25/22 21:00,MDT,415,A
USGS,8359500,3/25/2022,21:15,3/25/22 21:15,MDT,415,A
USGS,8359500,3/25/2022,21:30,3/25/22 21:30,MDT,415,A
USGS,8359500,3/25/2022,21:45,3/25/22 21:45,MDT,415,A
USGS,8359500,3/25/2022,22:00,3/25/22 22:00,MDT,415,A
USGS,8359500,3/25/2022,22:15,3/25/22 22:15,MDT,415,A
USGS,8359500,3/25/2022,22:30,3/25/22 22:30,MDT,415,A
USGS,8359500,3/25/2022,22:45,3/25/22 22:45,MDT,415,A
USGS,8359500,3/25/2022,23:00,3/25/22 23:00,MDT,415,A
USGS,8359500,3/25/2022,23:15,3/25/22 23:15,MDT,410,A
USGS,8359500,3/25/2022,23:30,3/25/22 23:30,MDT,410,A
USGS,8359500,3/25/2022,23:45,3/25/22 23:45,MDT,410,A
USGS,8359500,3/26/2022,0:00,3/26/22 0:00,MDT,410,A
USGS,8359500,3/26/2022,0:15,3/26/22 0:15,MDT,406,A
USGS,8359500,3/26/2022,0:30,3/26/22 0:30,MDT,406,A
USGS,8359500,3/26/2022,0:45,3/26/22 0:45,MDT,406,A
USGS,8359500,3/26/2022,1:00,3/26/22 1:00,MDT,406,A
USGS,8359500,3/26/2022,1:15,3/26/22 1:15,MDT,410,A
USGS,8359500,3/26/2022,1:30,3/26/22 1:30,MDT,410,A
USGS,8359500,3/26/2022,1:45,3/26/22 1:45,MDT,410,A
USGS,8359500,3/26/2022,2:00,3/26/22 2:00,MDT,410,A
USGS,8359500,3/26/2022,2:15,3/26/22 2:15,MDT,410,A
USGS,8359500,3/26/2022,2:30,3/26/22 2:30,MDT,415,A
USGS,8359500,3/26/2022,2:45,3/26/22 2:45,MDT,410,A
USGS,8359500,3/26/2022,3:00,3/26/22 3:00,MDT,410,A
USGS,8359500,3/26/2022,3:15,3/26/22 3:15,MDT,410,A
USGS,8359500,3/26/2022,3:30,3/26/22 3:30,MDT,415,A
USGS,8359500,3/26/2022,3:45,3/26/22 3:45,MDT,415,A
USGS,8359500,3/26/2022,4:00,3/26/22 4:00,MDT,419,A
USGS,8359500,3/26/2022,4:15,3/26/22 4:15,MDT,419,A
USGS,8359500,3/26/2022,4:30,3/26/22 4:30,MDT,419,A
USGS,8359500,3/26/2022,4:45,3/26/22 4:45,MDT,428,A
USGS,8359500,3/26/2022,5:00,3/26/22 5:00,MDT,419,A
USGS,8359500,3/26/2022,5:15,3/26/22 5:15,MDT,424,A
USGS,8359500,3/26/2022,5:30,3/26/22 5:30,MDT,420,A
USGS,8359500,3/26/2022,5:45,3/26/22 5:45,MDT,424,A
USGS,8359500,3/26/2022,6:00,3/26/22 6:00,MDT,429,A
USGS,8359500,3/26/2022,6:15,3/26/22 6:15,MDT,433,A
USGS,8359500,3/26/2022,6:30,3/26/22 6:30,MDT,438,A
USGS,8359500,3/26/2022,6:45,3/26/22 6:45,MDT,438,A
USGS,8359500,3/26/2022,7:00,3/26/22 7:00,MDT,442,A
USGS,8359500,3/26/2022,7:15,3/26/22 7:15,MDT,438,A
USGS,8359500,3/26/2022,7:30,3/26/22 7:30,MDT,438,A
USGS,8359500,3/26/2022,7:45,3/26/22 7:45,MDT,442,A
USGS,8359500,3/26/2022,8:00,3/26/22 8:00,MDT,456,A
USGS,8359500,3/26/2022,8:15,3/26/22 8:15,MDT,457,A
USGS,8359500,3/26/2022,8:30,3/26/22 8:30,MDT,457,A
USGS,8359500,3/26/2022,8:45,3/26/22 8:45,MDT,461,A
USGS,8359500,3/26/2022,9:00,3/26/22 9:00,MDT,476,A
USGS,8359500,3/26/2022,9:15,3/26/22 9:15,MDT,476,A
USGS,8359500,3/26/2022,9:30,3/26/22 9:30,MDT,466,A
USGS,8359500,3/26/2022,9:45,3/26/22 9:45,MDT,476,A
USGS,8359500,3/26/2022,10:00,3/26/22 10:00,MDT,481,A
USGS,8359500,3/26/2022,10:15,3/26/22 10:15,MDT,486,A
USGS,8359500,3/26/2022,10:30,3/26/22 10:30,MDT,491,A
USGS,8359500,3/26/2022,10:45,3/26/22 10:45,MDT,496,A
USGS,8359500,3/26/2022,11:00,3/26/22 11:00,MDT,501,A
USGS,8359500,3/26/2022,11:15,3/26/22 11:15,MDT,501,A
USGS,8359500,3/26/2022,11:30,3/26/22 11:30,MDT,506,A
USGS,8359500,3/26/2022,11:45,3/26/22 11:45,MDT,511,A
USGS,8359500,3/26/2022,12:00,3/26/22 12:00,MDT,511,A
USGS,8359500,3/26/2022,12:15,3/26/22 12:15,MDT,516,A
USGS,8359500,3/26/2022,12:30,3/26/22 12:30,MDT,521,A
USGS,8359500,3/26/2022,12:45,3/26/22 12:45,MDT,521,A
USGS,8359500,3/26/2022,13:00,3/26/22 13:00,MDT,521,A
USGS,8359500,3/26/2022,13:15,3/26/22 13:15,MDT,527,A
USGS,8359500,3/26/2022,13:30,3/26/22 13:30,MDT,521,A
USGS,8359500,3/26/2022,13:45,3/26/22 13:45,MDT,527,A
USGS,8359500,3/26/2022,14:00,3/26/22 14:00,MDT,521,A
USGS,8359500,3/26/2022,14:15,3/26/22 14:15,MDT,527,A
USGS,8359500,3/26/2022,14:30,3/26/22 14:30,MDT,527,A
USGS,8359500,3/26/2022,14:45,3/26/22 14:45,MDT,527,A
USGS,8359500,3/26/2022,15:00,3/26/22 15:00,MDT,521,A
USGS,8359500,3/26/2022,15:15,3/26/22 15:15,MDT,521,A
USGS,8359500,3/26/2022,15:30,3/26/22 15:30,MDT,521,A
USGS,8359500,3/26/2022,15:45,3/26/22 15:45,MDT,516,A
USGS,8359500,3/26/2022,16:00,3/26/22 16:00,MDT,522,A
USGS,8359500,3/26/2022,16:15,3/26/22 16:15,MDT,516,A
USGS,8359500,3/26/2022,16:30,3/26/22 16:30,MDT,516,A
USGS,8359500,3/26/2022,16:45,3/26/22 16:45,MDT,516,A
USGS,8359500,3/26/2022,17:00,3/26/22 17:00,MDT,516,A
USGS,8359500,3/26/2022,17:15,3/26/22 17:15,MDT,527,A
USGS,8359500,3/26/2022,17:30,3/26/22 17:30,MDT,522,A
USGS,8359500,3/26/2022,17:45,3/26/22 17:45,MDT,527,A
USGS,8359500,3/26/2022,18:00,3/26/22 18:00,MDT,527,A
USGS,8359500,3/26/2022,18:15,3/26/22 18:15,MDT,522,A
USGS,8359500,3/26/2022,18:30,3/26/22 18:30,MDT,522,A
USGS,8359500,3/26/2022,18:45,3/26/22 18:45,MDT,522,A
USGS,8359500,3/26/2022,19:00,3/26/22 19:00,MDT,522,A
USGS,8359500,3/26/2022,19:15,3/26/22 19:15,MDT,511,A
USGS,8359500,3/26/2022,19:30,3/26/22 19:30,MDT,517,A
USGS,8359500,3/26/2022,19:45,3/26/22 19:45,MDT,512,A
USGS,8359500,3/26/2022,20:00,3/26/22 20:00,MDT,506,A
USGS,8359500,3/26/2022,20:15,3/26/22 20:15,MDT,506,A
USGS,8359500,3/26/2022,20:30,3/26/22 20:30,MDT,506,A
USGS,8359500,3/26/2022,20:45,3/26/22 20:45,MDT,506,A
USGS,8359500,3/26/2022,21:00,3/26/22 21:00,MDT,512,A
USGS,8359500,3/26/2022,21:15,3/26/22 21:15,MDT,512,A
USGS,8359500,3/26/2022,21:30,3/26/22 21:30,MDT,512,A
USGS,8359500,3/26/2022,21:45,3/26/22 21:45,MDT,512,A
USGS,8359500,3/26/2022,22:00,3/26/22 22:00,MDT,512,A
USGS,8359500,3/26/2022,22:15,3/26/22 22:15,MDT,512,A
USGS,8359500,3/26/2022,22:30,3/26/22 22:30,MDT,512,A
USGS,8359500,3/26/2022,22:45,3/26/22 22:45,MDT,512,A
USGS,8359500,3/26/2022,23:00,3/26/22 23:00,MDT,507,A
USGS,8359500,3/26/2022,23:15,3/26/22 23:15,MDT,512,A
USGS,8359500,3/26/2022,23:30,3/26/22 23:30,MDT,512,A
USGS,8359500,3/26/2022,23:45,3/26/22 23:45,MDT,517,A
USGS,8359500,3/27/2022,0:00,3/27/22 0:00,MDT,517,A
USGS,8359500,3/27/2022,0:15,3/27/22 0:15,MDT,517,A
USGS,8359500,3/27/2022,0:30,3/27/22 0:30,MDT,517,A
USGS,8359500,3/27/2022,0:45,3/27/22 0:45,MDT,517,A
USGS,8359500,3/27/2022,1:00,3/27/22 1:00,MDT,522,A
USGS,8359500,3/27/2022,1:15,3/27/22 1:15,MDT,522,A
USGS,8359500,3/27/2022,1:30,3/27/22 1:30,MDT,522,A
USGS,8359500,3/27/2022,1:45,3/27/22 1:45,MDT,522,A
USGS,8359500,3/27/2022,2:00,3/27/22 2:00,MDT,522,A
USGS,8359500,3/27/2022,2:15,3/27/22 2:15,MDT,522,A
USGS,8359500,3/27/2022,2:30,3/27/22 2:30,MDT,528,A
USGS,8359500,3/27/2022,2:45,3/27/22 2:45,MDT,528,A
USGS,8359500,3/27/2022,3:00,3/27/22 3:00,MDT,528,A
USGS,8359500,3/27/2022,3:15,3/27/22 3:15,MDT,528,A
USGS,8359500,3/27/2022,3:30,3/27/22 3:30,MDT,528,A
USGS,8359500,3/27/2022,3:45,3/27/22 3:45,MDT,528,A
USGS,8359500,3/27/2022,4:00,3/27/22 4:00,MDT,522,A
USGS,8359500,3/27/2022,4:15,3/27/22 4:15,MDT,528,A
USGS,8359500,3/27/2022,4:30,3/27/22 4:30,MDT,528,A
USGS,8359500,3/27/2022,4:45,3/27/22 4:45,MDT,533,A
USGS,8359500,3/27/2022,5:00,3/27/22 5:00,MDT,533,A
USGS,8359500,3/27/2022,5:15,3/27/22 5:15,MDT,533,A
USGS,8359500,3/27/2022,5:30,3/27/22 5:30,MDT,533,A
USGS,8359500,3/27/2022,5:45,3/27/22 5:45,MDT,533,A
USGS,8359500,3/27/2022,6:00,3/27/22 6:00,MDT,533,A
USGS,8359500,3/27/2022,6:15,3/27/22 6:15,MDT,533,A
USGS,8359500,3/27/2022,6:30,3/27/22 6:30,MDT,538,A
USGS,8359500,3/27/2022,6:45,3/27/22 6:45,MDT,528,A
USGS,8359500,3/27/2022,7:00,3/27/22 7:00,MDT,533,A
USGS,8359500,3/27/2022,7:15,3/27/22 7:15,MDT,533,A
USGS,8359500,3/27/2022,7:30,3/27/22 7:30,MDT,528,A
USGS,8359500,3/27/2022,7:45,3/27/22 7:45,MDT,528,A
USGS,8359500,3/27/2022,8:00,3/27/22 8:00,MDT,528,A
USGS,8359500,3/27/2022,8:15,3/27/22 8:15,MDT,528,A
USGS,8359500,3/27/2022,8:30,3/27/22 8:30,MDT,528,A
USGS,8359500,3/27/2022,8:45,3/27/22 8:45,MDT,533,A
USGS,8359500,3/27/2022,9:00,3/27/22 9:00,MDT,533,A
USGS,8359500,3/27/2022,9:15,3/27/22 9:15,MDT,533,A
USGS,8359500,3/27/2022,9:30,3/27/22 9:30,MDT,533,A
USGS,8359500,3/27/2022,9:45,3/27/22 9:45,MDT,528,A
USGS,8359500,3/27/2022,10:00,3/27/22 10:00,MDT,528,A
USGS,8359500,3/27/2022,10:15,3/27/22 10:15,MDT,533,A
USGS,8359500,3/27/2022,10:30,3/27/22 10:30,MDT,533,A
USGS,8359500,3/27/2022,10:45,3/27/22 10:45,MDT,528,A
USGS,8359500,3/27/2022,11:00,3/27/22 11:00,MDT,533,A
USGS,8359500,3/27/2022,11:15,3/27/22 11:15,MDT,528,A
USGS,8359500,3/27/2022,11:30,3/27/22 11:30,MDT,528,A
USGS,8359500,3/27/2022,11:45,3/27/22 11:45,MDT,523,A
USGS,8359500,3/27/2022,12:00,3/27/22 12:00,MDT,518,A
USGS,8359500,3/27/2022,12:15,3/27/22 12:15,MDT,513,A
USGS,8359500,3/27/2022,12:30,3/27/22 12:30,MDT,513,A
USGS,8359500,3/27/2022,12:45,3/27/22 12:45,MDT,513,A
USGS,8359500,3/27/2022,13:00,3/27/22 13:00,MDT,513,A
USGS,8359500,3/27/2022,13:15,3/27/22 13:15,MDT,513,A
USGS,8359500,3/27/2022,13:30,3/27/22 13:30,MDT,508,A
USGS,8359500,3/27/2022,13:45,3/27/22 13:45,MDT,508,A
USGS,8359500,3/27/2022,14:00,3/27/22 14:00,MDT,503,A
USGS,8359500,3/27/2022,14:15,3/27/22 14:15,MDT,498,A
USGS,8359500,3/27/2022,14:30,3/27/22 14:30,MDT,488,A
USGS,8359500,3/27/2022,14:45,3/27/22 14:45,MDT,483,A
USGS,8359500,3/27/2022,15:00,3/27/22 15:00,MDT,483,A
USGS,8359500,3/27/2022,15:15,3/27/22 15:15,MDT,483,A
USGS,8359500,3/27/2022,15:30,3/27/22 15:30,MDT,483,A
USGS,8359500,3/27/2022,15:45,3/27/22 15:45,MDT,483,A
USGS,8359500,3/27/2022,16:00,3/27/22 16:00,MDT,478,A
USGS,8359500,3/27/2022,16:15,3/27/22 16:15,MDT,473,A
USGS,8359500,3/27/2022,16:30,3/27/22 16:30,MDT,473,A
USGS,8359500,3/27/2022,16:45,3/27/22 16:45,MDT,468,A
